sentiment,tweet_id,tweet_date,flag,user,text
0,2218955968,Wed Jun 17 23:29:30 PDT 2009,NO_QUERY,jspanger,doing not so good today have some sore throat I guess it's because of  all the immunization which I got within this week 
4,1982182818,Sun May 31 10:41:39 PDT 2009,NO_QUERY,roblynam,"@TinyBritches It was a moderate win, actually.  I think all the liquor helped."
4,2190069105,Tue Jun 16 01:40:42 PDT 2009,NO_QUERY,ShanyJonas,"Just wanted to say good luck, @shrlv  I love ya. &lt;3"
4,2182330293,Mon Jun 15 13:01:39 PDT 2009,NO_QUERY,Kiki870,Is it bed time yet?!  
4,1678218504,Sat May 02 05:57:39 PDT 2009,NO_QUERY,mskendbanks,@ThePornstarList webcams.com under the performer name &quot;1naughtyamerican&quot; 
0,2049653993,Fri Jun 05 17:15:35 PDT 2009,NO_QUERY,sup_emily, not this lame one
4,1771158900,Mon May 11 23:23:20 PDT 2009,NO_QUERY,garybc,@karlalu haha! That's funny. The internet's not famous right now... 
4,1880876588,Fri May 22 02:49:11 PDT 2009,NO_QUERY,wiga_sunshine,evening jamming!!! 3rd measurement in C - SAOSIN!! kool! 
4,1692891888,Sun May 03 21:02:04 PDT 2009,NO_QUERY,Juzsobayish,@imjustlalayone i would hope soo cause if bad we was gonna have problems. lol! j/p 
4,1969438566,Sat May 30 00:02:22 PDT 2009,NO_QUERY,GGGKeri,I'm going to take a 4 hour nap now. 
4,1976753336,Sat May 30 18:58:08 PDT 2009,NO_QUERY,RestaurantPro,@kconstantine Nice to meet you...hope your dinner was goooooooooood.  
4,2186742807,Mon Jun 15 19:16:20 PDT 2009,NO_QUERY,savvybaby,@G2Buck 
4,1794233578,Thu May 14 05:18:54 PDT 2009,NO_QUERY,oursaravananks, @MoneyEarner I want 2 do health care tour biz. l trying for investments &amp; not finding unitl now. can you hlp me or do you have any ref?
4,1468365209,Tue Apr 07 01:13:29 PDT 2009,NO_QUERY,Kelliferrr,Needs starbucks 
0,2233646179,Thu Jun 18 21:40:37 PDT 2009,NO_QUERY,FuckBetty,--@auchboogie nuffin hoe... sittin at home watchin tv... yick cuz i dnt got no boo  ...wat u doin?
0,1676217079,Fri May 01 21:24:45 PDT 2009,NO_QUERY,Tristan_xD,@sarahvip down syndrome chick bailed on me  i was so bored.. lol
0,2190382387,Tue Jun 16 02:34:10 PDT 2009,NO_QUERY,EmilyGrabham,"I just lost 2 followers?  LVATT cheer me up, please?"
0,2058800966,Sat Jun 06 15:39:14 PDT 2009,NO_QUERY,sarahtheminx640,About to go to bed - work tomorrow  spent all evening playing the sims on my new laptop. I forgot how addictive the game is!
0,1679452821,Sat May 02 09:23:27 PDT 2009,NO_QUERY,mundah,"what shall i drink during the game?: Stella, Molson Export, LaBatts, or Heineken? No Yuengling in KY "
4,2018688190,Wed Jun 03 10:21:20 PDT 2009,NO_QUERY,G2Trading,"@Bboarder4 Couldn't find alphatrends tweet you referred to, and can't tell if you're agreeing or disagreeing with me... "
0,2223965886,Thu Jun 18 08:55:41 PDT 2009,NO_QUERY,jbainger,thinks it was pretty mean to be told that @laurenconrad would be coming to Reuters 3Times Square for an interview today when she isn't! 
4,2064532503,Sun Jun 07 06:31:29 PDT 2009,NO_QUERY,Kodiko,http://tinyurl.com/kmfuvm   Music Terminals Festiva in Taiwan!!!!  sooooo excited!!!  
4,1827405399,Sun May 17 10:38:29 PDT 2009,NO_QUERY,coreyrangel,@PauldeCabDriver smile for the camera! 
4,1835340734,Mon May 18 05:45:52 PDT 2009,NO_QUERY,mpmd,@NatalieTM BACK OFF!! : I remember my first humbling lesson.  (my boy is nearly 10)
0,1966748549,Fri May 29 18:19:42 PDT 2009,NO_QUERY,LokisAvatar,made $175 bucks for some pictures of a local karate master! goin to bed soon cuz i have to work at 6 am 
4,1794783995,Thu May 14 06:33:08 PDT 2009,NO_QUERY,darenBBC,"@BFZonline giggles , 1st incorrect answer "
0,1565495172,Mon Apr 20 06:53:38 PDT 2009,NO_QUERY,jalada,Tweetie for Mac multiple accounts aren't working for me right now 
0,2260144269,Sat Jun 20 18:44:29 PDT 2009,NO_QUERY,lovelovelove24,"@efd494 no......trust me, it will.... "
4,2063488938,Sun Jun 07 02:51:59 PDT 2009,NO_QUERY,TDotNerd,just woke up i feel kinda happy why u ask my see rahma 2day  thats wats up!!!
0,2067039846,Sun Jun 07 11:38:17 PDT 2009,NO_QUERY,sexieblacc,@imsoharlembitch nothing much. frustrated. i waited too damn long to sign up for my classes so now im stuck with what's left..... 
4,1835687399,Mon May 18 06:32:27 PDT 2009,NO_QUERY,Beanbag121,"Slow day at work, checking the latest Twi gossip on here and the blogs.NM needs to be out already. Im watching my Twi dvd way too much "
4,1969503947,Sat May 30 00:14:42 PDT 2009,NO_QUERY,bryancheung,@uknowulovemeh Ahhh... 
4,2067143151,Sun Jun 07 11:49:32 PDT 2009,NO_QUERY,NatalieBabess_x,"@valberg1 =D No Problem, they'll miss you really, they just dont wanna admit it "
4,1754263686,Sun May 10 05:38:20 PDT 2009,NO_QUERY,UberDorkGirlie,"Happy Mother's Day fellow sistahs!!! We get 24 hours, suck em all up   "
0,2199043856,Tue Jun 16 16:56:36 PDT 2009,NO_QUERY,bonniespencer,Not much to brag about on in that game!!! 
4,1975344668,Sat May 30 14:57:50 PDT 2009,NO_QUERY,Sacura,"It's funny. Susan Boyle didn't win BGT, but she's one of the most popular topics on Twitter. I don't see Diversity anywhere on that list. "
0,2004545218,Tue Jun 02 08:22:03 PDT 2009,NO_QUERY,RosyQ,"Morning,took kids to school,taking dogs for walk then normally I'd go back 2 sleep but I'm back @ work so gotta get ready "
0,2184915955,Mon Jun 15 16:36:32 PDT 2009,NO_QUERY,crazymeezer,@MistressB @LaToriana Heartbreaking isn't it. Poor child 
0,2224185601,Thu Jun 18 09:11:30 PDT 2009,NO_QUERY,EquineMan, I had 525 followers when I started those! LOL...
0,2326255464,Thu Jun 25 06:46:51 PDT 2009,NO_QUERY,zaustrew,"@littyblive yeah, your blog is still messed up  but I'm spreading the video of our nightmare tstorms from a couple weeks ago."
0,1975811946,Sat May 30 15:57:22 PDT 2009,NO_QUERY,Barbara_Scorp,realized that when laptop was stolen I lost mp3s of my pet psychic sessions for dead dog. 
0,2071237400,Sun Jun 07 19:03:55 PDT 2009,NO_QUERY,sexysavonne,Last night was a lil too crazy 4 me 
0,2187383211,Mon Jun 15 20:12:04 PDT 2009,NO_QUERY,chuy1195,so lonely... 
4,2174933473,Sun Jun 14 23:40:03 PDT 2009,NO_QUERY,cjayphillips,@AngelicaPreston  Yay. My afternoon's won't be dull. 
0,2205228582,Wed Jun 17 04:16:03 PDT 2009,NO_QUERY,sezgi,"@ev i have tried to cancel you twitters, but it does not work  what can i do?"
0,2301201253,Tue Jun 23 15:07:50 PDT 2009,NO_QUERY,minsd,Hotel giving me the runaround  This is exactly what I meant by inconvenient. #bonaventure
0,2227268207,Thu Jun 18 12:59:15 PDT 2009,NO_QUERY,joffwl,"@minxkitty that's a normal portion for the midlands area. We have tiny portions of chips in wales, same as IOM "
4,2190162150,Tue Jun 16 01:56:52 PDT 2009,NO_QUERY,samhaidy,"After a long period of being single, knowing that someone adore you secretly is a great feeling, levitate your confidence to the 7th sky "
4,2175655230,Mon Jun 15 01:36:34 PDT 2009,NO_QUERY,chardvoloso,fun day monday afternoon... 
0,1962197430,Fri May 29 10:40:28 PDT 2009,NO_QUERY,jaydefoster,"@gfalcone601 giii help me  i really wana find a gorgeous dress for prom, not long, mid length or short, anywhere in the uk. please help "
0,2051690024,Fri Jun 05 22:34:16 PDT 2009,NO_QUERY,jaymarottaz,Don't leavee @thiscondition  I hate goodbyess!
0,2047520017,Fri Jun 05 13:46:28 PDT 2009,NO_QUERY,BritBritL,They're gone 
4,1468570166,Tue Apr 07 02:28:36 PDT 2009,NO_QUERY,HawaiiJBFan,http://twitpic.com/2y7tc - My bby is so adorable 
4,1557136559,Sun Apr 19 02:13:15 PDT 2009,NO_QUERY,chelseawelsey13,"@EmmaElekid yea im hoping so, should be good, i have a month to get a friend  hah"
4,1996337199,Mon Jun 01 14:55:03 PDT 2009,NO_QUERY,HowDantastical,Woah! is that the time?! Off to bed  exams tommorow :/ wish me luck!
4,1976962220,Sat May 30 19:42:38 PDT 2009,NO_QUERY,Emiaj20,@buckhollywood JONAS is my favorite disney show I love it and am obsessed with it 
0,2265418066,Sun Jun 21 06:32:17 PDT 2009,NO_QUERY,DiscoverNicole,my videos wont play on anything  DEPRESSSSIOONN
0,2056623523,Sat Jun 06 11:29:14 PDT 2009,NO_QUERY,viridian,@shell524   We were going to come in for dinner tonight but Ben said LOL NO to vegetarian food.  BAH.  But we'll see y'all @ D&amp;D.
4,2191265258,Tue Jun 16 04:54:12 PDT 2009,NO_QUERY,KennedyJames,@TomFelton Yah Psht way to forget us.  Break a leg! I'd rather go to an audition then work at a sporting goods store :/
0,2194157582,Tue Jun 16 09:25:15 PDT 2009,NO_QUERY,BonzieGrace,Watching 'we are marshall' in marketing its actually a good movie. But it makes me wanna cry. 
0,2199092412,Tue Jun 16 17:00:46 PDT 2009,NO_QUERY,paramorest,Watch half of &quot;Taking Lives&quot; then no one wants to watch anymore and i'm scared to watch by myself.  But i want to. Should I.
4,2181152917,Mon Jun 15 11:26:24 PDT 2009,NO_QUERY,YorkDL,"@tedstryk check FB email asap, please "
4,2065180637,Sun Jun 07 08:04:01 PDT 2009,NO_QUERY,toastedfrenchie,"@Rashadmccants7 Yes, I'm with you too  Lake Show allllll day!!"
4,2054700965,Sat Jun 06 07:54:48 PDT 2009,NO_QUERY,Nesiri,Good morning!! Up bright &amp; early! The early bird catches the worm 
4,2051336750,Fri Jun 05 21:42:15 PDT 2009,NO_QUERY,breghesquiere,Watching a movie 
0,2047104261,Fri Jun 05 13:09:25 PDT 2009,NO_QUERY,kah_hamoui,"@tommcfly I WANT A KIT KAT. Hey Tom, are you missing Brazil? We miss you a looooot "
4,2014877101,Wed Jun 03 02:59:06 PDT 2009,NO_QUERY,Dirtdawg50k,@Lybbe it is on my list to purchase. Have to finish several other books...you know...research for podcast 
0,2071876091,Sun Jun 07 20:03:22 PDT 2009,NO_QUERY,fyrestorme,@MattWRoberts  sad thing is we ALL knew punk was gonna cash in tonight.... we could see it coming
0,2206231602,Wed Jun 17 06:13:07 PDT 2009,NO_QUERY,junomrpb,"Sigh, the lamp went in my DLP a few mins ago. Now I have to get a new lamp.... Or a new TV!~ bwahshahahaha "
4,2051761896,Fri Jun 05 22:44:51 PDT 2009,NO_QUERY,kkwicked,"The Hangover is officially my new favorite movie  must-see!!! When the audience in theater simultaneously clap, thats a good damn movie!!"
4,1573912704,Tue Apr 21 03:26:41 PDT 2009,NO_QUERY,cHuMeee,Jonel! Happy Birthday!  God bless you always
4,2190775745,Tue Jun 16 03:41:37 PDT 2009,NO_QUERY,zaqrack,@SunlightShadow: this was the first video ever aired on MTV  ÃÂ¢ÃÂÃÂ« http://blip.fm/~8b83x
4,2015207836,Wed Jun 03 04:01:16 PDT 2009,NO_QUERY,AmmoxXx,"@lo_fox thank you darlin, exact same to you "
4,1996132445,Mon Jun 01 14:35:06 PDT 2009,NO_QUERY,WishKid12,Leavin da place    it was really fun 
0,2185274435,Mon Jun 15 17:08:21 PDT 2009,NO_QUERY,BeantownCutie,"just woke up and u wuould think with a 15 yr old in the house I could sleep, but HELL NO!!!! they are in my room every 2 minutes yelling "
0,2235772688,Fri Jun 19 02:02:17 PDT 2009,NO_QUERY,StvCummins,Morning all. Playing catch-up today on all the little jobs that got pushed out all week. Not looking forward to it 
4,2001791526,Tue Jun 02 02:05:12 PDT 2009,NO_QUERY,jamsyndrome,Miggy made me a cheeseburger! My little bro is awesome. 
4,1967869469,Fri May 29 20:21:31 PDT 2009,NO_QUERY,jerusha,@WaylandSmalley LOL 
4,1751430555,Sat May 09 19:25:58 PDT 2009,NO_QUERY,lyraliza,@Oprah Happy mother's day Oprah.  You're a mom to your girls too! 
0,1563975333,Mon Apr 20 01:08:28 PDT 2009,NO_QUERY,XPB,"Finally getting some sleep. Happy birthday Hitler, and happy 4/20 to those that celebrate. Also 10 Years since Colombine... lots today! "
4,1969440971,Sat May 30 00:02:49 PDT 2009,NO_QUERY,Bubblypop26,is updating her plurk. 
4,1961531120,Fri May 29 09:38:46 PDT 2009,NO_QUERY,twittaabellame,@bocahmiring dont tell me youre gonna stalk on me.OH NO! 
0,2233591543,Thu Jun 18 21:35:30 PDT 2009,NO_QUERY,THISASIANGURL,- going to blog because her emotions are getting the best of her. 
4,1963887539,Fri May 29 13:24:06 PDT 2009,NO_QUERY,jeremiahx,@lightchild I'm wondering what the context is for that sign  Out of context it is pretty funny!
4,1972597986,Sat May 30 09:31:33 PDT 2009,NO_QUERY,AdamNicholasB,@RobinYasinow It was a pleasure speaking with you today. Here's hoping we have the opportunity to do more of that in the future. 
0,2064546236,Sun Jun 07 06:33:41 PDT 2009,NO_QUERY,DangerShoes,Thinking of going back to City of Heroes.. Though mostly empty.. Miss my toon 
4,2062107795,Sat Jun 06 22:21:17 PDT 2009,NO_QUERY,stormey09,@lisamricci yezzer its robs lil cuzz 
0,2241650935,Fri Jun 19 11:12:36 PDT 2009,NO_QUERY,masalaskeptic,@eeesh What *is* that? It's creepy! 
0,2197211251,Tue Jun 16 13:29:20 PDT 2009,NO_QUERY,elle_mes,i swear. everytime i eat cereal i have to sneeze. oh  drag me to work  i just want to get some sun and sleep....
0,2193334279,Tue Jun 16 08:19:00 PDT 2009,NO_QUERY,cdigames,@devonbeach Eww  that sucks
4,2048554418,Fri Jun 05 15:23:25 PDT 2009,NO_QUERY,KQuicktheWriter,@Adrienne_Bailon nice seeing you the other day!! Still killing them tracks I hear!!! 
0,2054577319,Sat Jun 06 07:39:11 PDT 2009,NO_QUERY,firebuilt,I wish I could have gone to MoCCA. 
4,1986861223,Sun May 31 19:25:24 PDT 2009,NO_QUERY,WookieeChew,"@Diabolical_Pixi That's ok, I wasn't expecting you too. Good.  And you? Did you see &quot;Harper's Island&quot; lastnight?"
4,2017933968,Wed Jun 03 09:10:36 PDT 2009,NO_QUERY,TheOrangeMuppet,@soledaddl They are very gay! And I love it! Because I am a big homo. 
0,2059570535,Sat Jun 06 17:11:56 PDT 2009,NO_QUERY,VioletKanian,@iamBenLyons o how jealous i am. 
0,1563678890,Sun Apr 19 23:47:36 PDT 2009,NO_QUERY,SamsMagic,Guess I got to go to school now 
0,1572936660,Mon Apr 20 23:05:23 PDT 2009,NO_QUERY,Moballer,So its been a very FLY 4/20 so far bt its done  We'll hit one more spliff just to do it tho.. fyngalno Psych nxt week and then summer.
0,2047425057,Fri Jun 05 13:38:00 PDT 2009,NO_QUERY,KatiesKreations,@SeviDesigns I feel for you...could be on the job prowl myself soon too....8 years for me 
0,2210223523,Wed Jun 17 11:19:12 PDT 2009,NO_QUERY,Amy_E_W,@Giggles1242 yessss 
4,1827542476,Sun May 17 10:56:01 PDT 2009,NO_QUERY,devlinhartx3,It's a perfect day to sit outside and read a book 
0,2237031912,Fri Jun 19 05:02:56 PDT 2009,NO_QUERY,phoenixphire24,"Sleepy. Thunder storms all night. Lost power at one point. Now it's 7am and already 66 degrees. It's gonna be a hot, humid, rainy day "
4,1969076668,Fri May 29 22:58:20 PDT 2009,NO_QUERY,AnuShiAsta,Dreaming about Hawaii and swimming with the dolphins.....Dolphin hugs to everyone! 
0,1759933733,Sun May 10 20:16:56 PDT 2009,NO_QUERY,whitneyw87,"thinks life really isn't fair, especially when bad things happen to good people "
4,2057278584,Sat Jun 06 12:42:16 PDT 2009,NO_QUERY,helenax33,"@tallulahdarling OH. YES, say hello for me? "
4,2049914381,Fri Jun 05 17:43:38 PDT 2009,NO_QUERY,Debdidoo,Great nite! we should have more of these guitar hero nites!!!  im off to get steamin...
4,1970354925,Sat May 30 03:31:30 PDT 2009,NO_QUERY,ananyah,@kittywitty how are you? glad you've finally joined twitter 
4,1979581276,Sun May 31 03:39:56 PDT 2009,NO_QUERY,sarrlou,"Taken at the London Clothes Show 09.   Awesome, got so muchh stuff  Inc. the top im wearing thurr. http://tinyurl.com/mpc3d9"
4,1558117820,Sun Apr 19 07:19:32 PDT 2009,NO_QUERY,GlasgowGooner,Looks like Championship for Newcastle. I am sad because I always enjoy being in away end at St James's. I won't miss their pies though 
4,1961465549,Fri May 29 09:32:42 PDT 2009,NO_QUERY,RNconsult,The Law of Attraction..... the SECRET ? http://yttwt.com/dwvdo   A must see 11 STEP (video) TO our Mental Health 
4,1979336437,Sun May 31 02:36:30 PDT 2009,NO_QUERY,icequeen4,looooooooool da elec went offf 
0,2251751729,Sat Jun 20 04:28:30 PDT 2009,NO_QUERY,TracyLynn78,@DonnieWahlberg Send you a TWUG and a SMOOCH! XO  Have a GREAT show tonight. Soo bummed I won't be able to make it out! 
0,2061924673,Sat Jun 06 21:55:35 PDT 2009,NO_QUERY,hundun,On to my 52nd refund 
0,2248825392,Fri Jun 19 21:14:49 PDT 2009,NO_QUERY,nyeus,Been waking up a 5:30am every day for a few days now. It's 11:15 on a Saturday night and I'm already exausted. 
0,2191455649,Tue Jun 16 05:18:47 PDT 2009,NO_QUERY,vickyjones91,"Yeah @samm_xo i know, i so wish i could have seen them "
0,2232537555,Thu Jun 18 20:02:55 PDT 2009,NO_QUERY,kayla_z4,I am so so so so so bored of studying 
4,2007494820,Tue Jun 02 12:43:21 PDT 2009,NO_QUERY,jemmamb,@whatyoudeserve yeahh yeahh 
0,1998074496,Mon Jun 01 17:57:03 PDT 2009,NO_QUERY,UkCatsFan96,Uggghh!! I'm trying to drown out my thoughts w/ music but this music isn't help me any. Its making it worse 
4,2190513454,Tue Jun 16 02:56:56 PDT 2009,NO_QUERY,Fragrance81,Hey @ginoandfran is that your kid fran?   (GinoandFran live &gt; http://ustre.am/2YyQ)
4,1794700777,Thu May 14 06:22:59 PDT 2009,NO_QUERY,jro7,@tonido do I need to make a new Tonido profile for every pc I use? Or can I use one tonidoid on all pc's(running tonido)? 
0,1793744416,Thu May 14 03:50:30 PDT 2009,NO_QUERY,Sradcridhe,"Gah, I can't wait for Twelve Sky 2 Open Beta. "
4,1997829396,Mon Jun 01 17:31:43 PDT 2009,NO_QUERY,mandycp,@130587 thanks love! 
0,1964670966,Fri May 29 14:36:42 PDT 2009,NO_QUERY,QuickJiggs,....yup stil at work 
4,1972310697,Sat May 30 08:59:17 PDT 2009,NO_QUERY,eightynine25,@omg_stunning LOL!!! And um sure you know who won 
0,2058074122,Sat Jun 06 14:12:52 PDT 2009,NO_QUERY,Stylerep,"@funmsdrebirth That's what I'm thinkin. They're clip ons, though  "
4,2176618807,Mon Jun 15 04:20:31 PDT 2009,NO_QUERY,triciaaquino,@dianeprado thanks di! and YOU can too!  wahahaha. i love ateneo shirts!
4,2016872763,Wed Jun 03 07:29:55 PDT 2009,NO_QUERY,speezy281,It's my birthday!! 
0,2247212178,Fri Jun 19 18:45:28 PDT 2009,NO_QUERY,vanzforlucky,This is a disaster.  http://twitpic.com/7v0z4
0,2046788136,Fri Jun 05 12:41:37 PDT 2009,NO_QUERY,camille805,@benklein I &lt;3 my stylus and miss him everyday - trying to relearn the scroll wheel is tough 
0,2190740764,Tue Jun 16 03:35:39 PDT 2009,NO_QUERY,ahntipathika,"one week more and I'm off to Manila. And yes, I'm still going to be busy! "
4,2048535394,Fri Jun 05 15:21:31 PDT 2009,NO_QUERY,AishaShokry,"@_zay I'm not OK with the word 'fail', u 'll make it this year and pursue ur dreams insha'Allah "
0,2070994535,Sun Jun 07 18:39:13 PDT 2009,NO_QUERY,TrackerKazi,@BrianaSimmons wow that stinks 
0,2066207263,Sun Jun 07 10:05:14 PDT 2009,NO_QUERY,TheCaao,"uh, missed greek  its gossip girl now. How fun is that????????"
4,1965697749,Fri May 29 16:22:47 PDT 2009,NO_QUERY,RinaBeana,I need a drink 
4,1981563852,Sun May 31 09:25:09 PDT 2009,NO_QUERY,aelmazaidi,just missed tweeting 
4,2013099245,Tue Jun 02 21:55:08 PDT 2009,NO_QUERY,capitaln,@chrisabad Fight it!! Sleep is the devil...I'll send a latte over on the double...that strange package at the door...it's for you 
0,2323993110,Thu Jun 25 02:00:39 PDT 2009,NO_QUERY,VINNnERIKA,I hate how things have been lately  i always run into the worst circumstances. I loVE you and i hope you trust me on this. I miss you
0,2063611519,Sun Jun 07 03:22:06 PDT 2009,NO_QUERY,DaisyReyes,I'm sooo jealous right now  I hate it.
0,2267243629,Sun Jun 21 09:51:37 PDT 2009,NO_QUERY,nuurajeerah,@MaFa912 i cant open it now. something wrong with my laptop   nanti lah ill open it hehe. yea tattoo shoud be fine 
4,1967117112,Fri May 29 19:00:17 PDT 2009,NO_QUERY,amyspaulding,@SherriEShepherd sherri-hi. You're hysterical on 30 rock. Just an FYI 
4,1970099323,Sat May 30 02:27:06 PDT 2009,NO_QUERY,mcflychloe94,"morningggg, wow lovely hot weather again  going to town to try + get my phone fixed, stupid thing! then BBQ later, should be gooodd "
0,1687098552,Sun May 03 07:45:39 PDT 2009,NO_QUERY,pam_ella_wan, how my solve this thing??..
4,1980211361,Sun May 31 06:03:29 PDT 2009,NO_QUERY,darksilvercat,"@zepinklady darn right they do! Pure common sense, lol "
0,1963414319,Fri May 29 12:41:16 PDT 2009,NO_QUERY,david7890,So hyped about E3. I wish I could go... 
4,1974645528,Sat May 30 13:33:24 PDT 2009,NO_QUERY,_happygolucky_,@marckorn I surely did NOT! And I hope it doesn't happen! 
4,1933161467,Tue May 26 23:09:25 PDT 2009,NO_QUERY,tviita,I've got my first follower!! Kiitos Kaisa  Made my first working day after holiday much brighter...
0,1981539949,Sun May 31 09:22:05 PDT 2009,NO_QUERY,kschille,OH GOD Lilac Fest started with a marching band. My poor head 
4,1976897237,Sat May 30 19:28:45 PDT 2009,NO_QUERY,Ja_son_B,Dane Cook makes my belly hurt! Laughing too much  - http://bkite.com/081hs
4,2013389023,Tue Jun 02 22:33:28 PDT 2009,NO_QUERY,Akireh07,@lautner_taylor OMG!! so happy dat ur following me! tHank u soooo much!! 
4,1825122346,Sun May 17 04:26:38 PDT 2009,NO_QUERY,rubenerd,.@nn7 I will delete your draft in accordance with your wishes sir 
4,1996257691,Mon Jun 01 14:47:14 PDT 2009,NO_QUERY,dannica415,@alyandaj  your hair looks amazing 
4,1996498886,Mon Jun 01 15:11:11 PDT 2009,NO_QUERY,Susanbish,@nickybyrneoffic .. Follow mw   
4,1965392067,Fri May 29 15:50:23 PDT 2009,NO_QUERY,Stev02008,"@paulpuddifoot Yeah, that really tops it off  I'd recommend it if you get the chance."
0,1755802540,Sun May 10 10:03:37 PDT 2009,NO_QUERY,karolinep,need to get back on my twitter a-game. car accidents are no fun  still in pain. and happy mothers day!
0,2018771672,Wed Jun 03 10:29:16 PDT 2009,NO_QUERY,courtnyrenee,in court starving like marvin anxiously awaiting my short happy hr break &amp; the weekend at least three cases tomorrow 
0,2284314383,Mon Jun 22 13:43:53 PDT 2009,NO_QUERY,ericstrauss,@rrrani naw - I went the the 14th street one 
4,1556812591,Sun Apr 19 00:28:10 PDT 2009,NO_QUERY,robhampson,Well well well. @budweiserbeers is following me. Maybe my plan is working 
4,2048474361,Fri Jun 05 15:15:29 PDT 2009,NO_QUERY,BrandonPerron,@thatemilyg I am good for nothing 
0,1985038970,Sun May 31 16:18:23 PDT 2009,NO_QUERY,LittleBitTwistd,@JKsGirlx2 i dunno - who knows if they'll ever get married now that jess&amp;joe are history! 
0,1962208725,Fri May 29 10:41:32 PDT 2009,NO_QUERY,rachelbees,My first car is offically gone.  good bye my turquoise topaz. You will be missed greatly.
4,2059881431,Sat Jun 06 17:49:34 PDT 2009,NO_QUERY,mz_icandy,http://twitpic.com/6sjux - I got a donk  but u can't really c it
4,1555903772,Sat Apr 18 21:01:59 PDT 2009,NO_QUERY,logaantheprep,"went to the Hannah Montana Movie, again. I love it. I love you Miley "
0,1991478474,Mon Jun 01 07:06:43 PDT 2009,NO_QUERY,slugsonice, how can finding somewair to live next year be such hard work.
0,2050259775,Fri Jun 05 18:21:08 PDT 2009,NO_QUERY,thealvinshow,Sand in the Suzuki. 
0,1822501782,Sat May 16 19:43:25 PDT 2009,NO_QUERY,Diana0428,@SimplyMarben sad you cant join me either babe  i miss you man!
4,1997083679,Mon Jun 01 16:13:25 PDT 2009,NO_QUERY,anaismonique,in love with my self because i do it best 
4,2174490974,Sun Jun 14 22:39:52 PDT 2009,NO_QUERY,Tomobabyka,Whitening my teeth right now 
0,2183870615,Mon Jun 15 15:05:53 PDT 2009,NO_QUERY,noobde,"@OliverDietmar Trust me, it was more disappointing for me. I worked a lot of weekends on that.  "
0,1833992341,Mon May 18 01:12:53 PDT 2009,NO_QUERY,Kaxiee,Feelin rough  paolo nutini was amazing!
4,2014977742,Wed Jun 03 03:18:47 PDT 2009,NO_QUERY,drea3000_bbcrew,I'm excited for my mini vacation next week in the bay with my besties  we are going to show S.F how vegas really does it... Lol
0,1687005483,Sun May 03 07:28:59 PDT 2009,NO_QUERY,missday,@tropikana girl alot better! ive been sick as hell all week and somebody gave me some antibiotics i was allergic too so its been all bad 
0,2048799030,Fri Jun 05 15:47:36 PDT 2009,NO_QUERY,hannahsingslala,why HER? whywhywhywhywhy. Yes I'm aware I'm just jealous but it still bothers me. ughhhh 
0,1573131829,Mon Apr 20 23:50:58 PDT 2009,NO_QUERY,DiorDIVAport,Cocktail? 4 reals Rajy J! All that 4 this ISH! Although I rather her over Uniques wack ass! Zany Imma miss this show 
0,2221053614,Thu Jun 18 04:35:47 PDT 2009,NO_QUERY,egnaronik,@iggiecyy @terreo @psedbleaps issit just me of hk yahoo blog is loading damn slow these daysss?! im getting impatient 
4,1995778129,Mon Jun 01 14:01:56 PDT 2009,NO_QUERY,patti_franco,"@tvmattscott Oh well, then, yes &quot;SIR&quot; Mr. Eyebrow Boy, sir "
4,2060102779,Sat Jun 06 18:15:43 PDT 2009,NO_QUERY,Ambershine29,"@chelseasms Awwww honey, I can't imagine!!!  If the iPod gods don't come through with your prayer, you can buy a shuffle for like 50$ "
4,1882657116,Fri May 22 07:15:37 PDT 2009,NO_QUERY,ah125i,@cameroncox thats how it works 
0,1991287321,Mon Jun 01 06:45:40 PDT 2009,NO_QUERY,realestatefairy,@AceConcierge cool beans - glad to be back - missed my twitterworld 
0,1997355714,Mon Jun 01 16:42:20 PDT 2009,NO_QUERY,rose_janice,"@purplephoenix03 I would say I'm SURPRISED people are hating on you but because it's SPN fandom, I'm not. Sorry they are though, darling! "
0,1998792789,Mon Jun 01 19:07:58 PDT 2009,NO_QUERY,KirstenErin,@sarahmaeblogs Aww! I'm gonna have to wait til tomorrow.  Lol! At least I have something to look forward to!
4,2001828953,Tue Jun 02 02:12:55 PDT 2009,NO_QUERY,vladgidea,@visurat Nu a murit? Eu asa am vazut 
4,1691234007,Sun May 03 17:24:07 PDT 2009,NO_QUERY,annie_silly,@xUMxx  @teammxjacobb everything dnt clear much up..
4,2193179569,Tue Jun 16 08:06:15 PDT 2009,NO_QUERY,gabibertoncello,@thais_smp DEMOOOOOOOOONIO 
0,1984595341,Sun May 31 15:25:08 PDT 2009,NO_QUERY,jessicannamaria,"so, goodnight everyone! this was a good day until I hit my toe. don't know how well I'll sleep since it hurts  tweet ya in 7h! be blessed!"
0,2215988566,Wed Jun 17 18:53:30 PDT 2009,NO_QUERY,mailingers,@kpaxx WHAT GYM. I CAN'T JUST SIGN UP FOR A 3 MONTH MEMBERSHIP. And I'm much to lazy/self-conscious to run outside 
4,2014508719,Wed Jun 03 01:46:07 PDT 2009,NO_QUERY,ImEslee,my back hurts... to bed now.. im off to sleep 
0,2298397246,Tue Jun 23 11:37:37 PDT 2009,NO_QUERY,punkiegrace,"I can't deny it any more, I am sick   Adalyn and I both have bad colds.  Summer colds are the worst!"
